owner_name,associate_id,facility_count,active_facility_count,flags,classification,reason
Camden Wv LLC,8729448949,5,5,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Anthony Lightman,8729449368,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Tampa 3 Opco Partners LLC,8729450747,3,3,"sffc,portfolio,network",index,two_or_more_active_facilities
Frances Calarco,8729451778,1,1,"abuse,sffc,network",index,"single_facility_with_context:abuse,sffc,network"
Richard Sweet-keech,8729452941,2,2,"multi_state,portfolio,network",index,two_or_more_active_facilities
White House Healthcare Center LLC,8729453493,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Barbara Fraser,8729454392,1,1,,noindex_follow,single_facility_no_context
Kim Maldonado,8729457692,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Yitzchok Dovid Shapiro,8729458500,5,5,"abuse,multi_state,portfolio,network",index,two_or_more_active_facilities
Graceville Health Center LLC,8729459615,1,1,"network,affiliated,operator_grouping",index,"single_facility_with_context:network,affiliated,operator_grouping"
Lakeside SNF Opco Manager LLC,8729467238,1,1,network,index,single_facility_with_context:network
Dorette Gerspach,8729469960,1,1,network,index,single_facility_with_context:network
Jean Reiter,8729470125,1,1,network,index,single_facility_with_context:network
Maryne Sherwood,8729477724,1,1,network,index,single_facility_with_context:network
Pamela Haller,8729480454,1,1,network,index,single_facility_with_context:network
Rebecca Levy Sachs,8729489653,1,1,network,index,single_facility_with_context:network
Leslie Kasergrande,8729500988,6,6,"abuse,portfolio,network",index,two_or_more_active_facilities
Harold Tassell,8729501283,1,1,network,index,single_facility_with_context:network
Jbl 120 LLC,8729501556,6,4,"multi_state,portfolio,network",index,two_or_more_active_facilities
Millennial Healthcare Services LLC,8729502984,1,1,network,index,single_facility_with_context:network
Estate of Alan Landa,8729503446,2,2,"portfolio,network",index,two_or_more_active_facilities
Peter Michael Stark,8729503958,3,3,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Omayra Colon Aponte,8729504741,1,1,network,index,single_facility_with_context:network
Unknown party,8729506290,1,1,network,index,single_facility_with_context:network
Unknown party,8729506357,1,1,network,index,single_facility_with_context:network
Carol A Fitzgerald,8729508577,1,1,network,index,single_facility_with_context:network
Unknown party,8729509104,1,1,network,index,single_facility_with_context:network
Jessica Fish,8729509633,1,1,network,index,single_facility_with_context:network
Unknown party,8729517651,1,1,network,index,single_facility_with_context:network
Michael Lefkowitz,8729522131,1,1,network,index,single_facility_with_context:network
Diana Mason,8729526058,1,1,network,index,single_facility_with_context:network
Crown Bank,8729526587,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
West Deptford SNF Operations LLC,8729529995,1,1,"recent_chow,network,affiliated,operator_grouping",index,"single_facility_with_context:recent_chow,network,affiliated"
Unknown party,8729553292,1,1,network,index,single_facility_with_context:network
Shaina Olton,8729560271,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Unknown party,8729561006,1,1,network,index,single_facility_with_context:network
Unknown party,8729563671,1,1,network,index,single_facility_with_context:network
Unknown party,8729564067,1,1,network,index,single_facility_with_context:network
Unknown party,8729564075,1,1,network,index,single_facility_with_context:network
Kristin Mazzie,8729564174,1,1,network,index,single_facility_with_context:network
Unknown party,8729564638,1,1,network,index,single_facility_with_context:network
Unknown party,8729564646,1,1,network,index,single_facility_with_context:network
Unknown party,8729566096,1,1,network,index,single_facility_with_context:network
Unknown party,8729566203,1,1,network,index,single_facility_with_context:network
Unknown party,8729567417,1,1,,noindex_follow,single_facility_no_context
Unknown party,8729568456,1,1,network,index,single_facility_with_context:network
Unknown party,8729569918,1,1,network,index,single_facility_with_context:network
East Orange Property LLC,8729570023,1,1,sffc,index,single_facility_with_context:sffc
Fl Macclenny Holdings LLC,8729570718,1,1,network,index,single_facility_with_context:network
Langley Holdco LLC,8729571005,1,0,network,suppress,no_active_facilities
Princess Stevens,8729571443,1,1,network,index,single_facility_with_context:network
Ncs Holdings LLC,8729572052,1,1,network,index,single_facility_with_context:network
Unknown party,8729572078,1,1,network,index,single_facility_with_context:network
Unknown party,8729572482,1,1,network,index,single_facility_with_context:network
Luxe Consulting Group LLC,8729572649,2,2,"portfolio,network",index,two_or_more_active_facilities
Unknown party,8729573068,1,1,network,index,single_facility_with_context:network
Unknown party,8729577549,1,1,network,index,single_facility_with_context:network
Unknown party,8729579081,1,1,network,index,single_facility_with_context:network
Unknown party,8729580170,1,1,network,index,single_facility_with_context:network
Cheryll East,8729580998,1,1,network,index,single_facility_with_context:network
Unknown party,8729581947,1,1,network,index,single_facility_with_context:network
Unknown party,8729586169,1,1,network,index,single_facility_with_context:network
Unknown party,8729587464,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
"Aurora Guardian Holdco II, LLC",8729587514,16,16,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Unknown party,8729587779,1,1,network,index,single_facility_with_context:network
Unknown party,8729588108,1,1,network,index,single_facility_with_context:network
Unknown party,8729588363,1,1,network,index,single_facility_with_context:network
Rose Gerena,8729589486,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Unknown party,8729590377,1,1,network,index,single_facility_with_context:network
Unknown party,8729591417,1,1,network,index,single_facility_with_context:network
Unknown party,8729591474,1,1,network,index,single_facility_with_context:network
Unknown party,8729591623,1,1,network,index,single_facility_with_context:network
Unknown party,8729592944,1,1,network,index,single_facility_with_context:network
Shannon Bauer,8729593942,1,1,network,index,single_facility_with_context:network
Karla Anderson,8729595087,1,1,network,index,single_facility_with_context:network
Unknown party,8729596135,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
"Pharmaccurate, LLC",8729597554,1,1,network,index,single_facility_with_context:network
Unknown party,8729598933,1,1,network,index,single_facility_with_context:network
Jatinder S Sawhney,8729971262,1,1,network,index,single_facility_with_context:network
Joseph Dilal,8729982103,1,1,network,index,single_facility_with_context:network
Alex Solovey,8729982483,11,11,"portfolio,network",index,two_or_more_active_facilities
Mercy Hospital of Buffalo,8729991666,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
James Iain Syrett,8820002272,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Lisa M. Thorn,8820022395,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Robert G Main,8820024417,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
Lawrence Wiesner,8820054927,1,1,network,index,single_facility_with_context:network
Hewitt Health & Rehabilitation,8820056088,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Glen Cooper,8820056229,1,1,,noindex_follow,single_facility_no_context
Cynthia Hewitt,8820056955,1,1,network,index,single_facility_with_context:network
Kim K Petrone,8820068331,2,2,"portfolio,network",index,two_or_more_active_facilities
Brian J. Foley,8820069735,20,20,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
"Meadow Park Rehabilitation & Health Care Center, LLC",8820126840,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Gary E Winchester,8820144165,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Sean Nelson,8820148398,1,1,network,index,single_facility_with_context:network
Timothy Dufficy,8820148588,2,2,"portfolio,network",index,two_or_more_active_facilities
Patricia M Rawdon,8820149677,4,4,"multi_state,portfolio,network",index,two_or_more_active_facilities
Rivkah Rubenstein,8820150022,1,1,network,index,single_facility_with_context:network
Kenneth Herzl-betz,8820160609,1,1,network,index,single_facility_with_context:network
Alfonso Lopez,8820161623,1,1,network,index,single_facility_with_context:network
Suzanne M. Anair,8820168479,1,1,network,index,single_facility_with_context:network
Chatsworth at Pga National LLC,8820171408,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
Mark Moyer,8820178783,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
"Elmhurst Care Center, Inc.",8820196751,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
"Ccrc Opco Ventures, LLC",8820210503,2,2,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Deena Klurman Kranz 2000 Trust,8820220122,7,7,"sffc,portfolio,network",index,two_or_more_active_facilities
Denise A Olson,8820227341,7,7,"multi_state,portfolio,network",index,two_or_more_active_facilities
"Tr Hunterdon Holdings, LLC",8820227598,1,1,network,index,single_facility_with_context:network
Douglas P Feller,8820230923,1,1,network,index,single_facility_with_context:network
Paul Knutsen,8820234628,2,2,"portfolio,network",index,two_or_more_active_facilities
Meir Meystel,8820241524,14,14,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Robert Sbriglio,8820246192,5,5,"abuse,sffc,portfolio,network",index,two_or_more_active_facilities
Vicki Highers,8820247216,1,1,network,index,single_facility_with_context:network
Barbara Kushan Coleman,8820248545,1,1,network,index,single_facility_with_context:network
Arlexis D Gonzales,8820249956,1,1,network,index,single_facility_with_context:network
Mary Finn,8820253586,1,1,"sff,network",index,"single_facility_with_context:sff,network"
"Riverhead Care Center, LLC",8820255672,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
"Highland Care Center, Inc",8820262033,1,1,"affiliated,operator_grouping",index,"single_facility_with_context:affiliated,operator_grouping"
John P Militello,8820262942,1,1,network,index,single_facility_with_context:network
Joseph A Speth,8820264120,1,1,network,index,single_facility_with_context:network
Rick Debel,8820264666,1,1,network,index,single_facility_with_context:network
Rebecca Gould,8820272040,1,1,network,index,single_facility_with_context:network
Rita Pitter,8820274228,1,1,network,index,single_facility_with_context:network
Michael Smith,8820280951,1,1,network,index,single_facility_with_context:network
Mccain Mcmurray,8820301013,1,1,network,index,single_facility_with_context:network
Meir Cosiol,8820306897,1,1,network,index,single_facility_with_context:network
Marc Lei,8820310949,1,1,"abuse,network",index,"single_facility_with_context:abuse,network"
David Freeman,8820316060,1,1,"sffc,network",index,"single_facility_with_context:sffc,network"
Arpan Philip,8820317779,1,1,network,index,single_facility_with_context:network
Nathaniel Beers,8820331069,1,1,network,index,single_facility_with_context:network
Shannon Koromilas,8820334311,1,1,network,index,single_facility_with_context:network
"PRUITTHEALTH-NORTHEAST Florida, LLC",8820335623,1,1,network,index,single_facility_with_context:network
Edna Wells,8820338700,1,1,network,index,single_facility_with_context:network
Mark Ilyagu,8820340151,1,1,network,index,single_facility_with_context:network
Samuel Gutman,8820351505,38,38,"sffc,portfolio,network",index,two_or_more_active_facilities
Kevin J Hart,8820353360,2,2,"abuse,multi_state,portfolio,network",index,two_or_more_active_facilities
Shalom Friedland,8820357429,13,13,"abuse,sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Dov Kurland,8820358187,2,2,"sffc,multi_state,portfolio,network",index,two_or_more_active_facilities
Edmund Hunter Beebe,8820359946,1,1,network,index,single_facility_with_context:network
Jay Farquhar,8820367329,1,1,network,index,single_facility_with_context:network
