ORGANIZATION NAME,Legal Business Name,CCN,Provider Name,State,City/Town,Chain ID,Chain Name
HAMILTON ARMS CENTER OPCO LLC,HAMILTON ARMS CENTER OPCO LLC,395224,HAMILTON ARMS CENTER,PA,LANCASTER,,
"COLUMBIA RIVER HEALTHCARE, INC.","COLUMBIA RIVER HEALTHCARE, INC.",505206,THE OAKS AT TIMBERLINE,WA,VANCOUVER,507,THE ENSIGN GROUP
8720 EMGE OPCO LLC,8720 EMGE OPCO LLC,215090,AUTUMN LAKE HEALTHCARE AT LOCH RAVEN,MD,BALTIMORE,56,AUTUMN LAKE HEALTHCARE
PREST OP LLC,PREST OP LLC,505401,Arcadia Medical Resort of Parkside,WA,UNION GAP,636,VERTICAL HEALTH SERVICES
16 FUSTING OPCO LLC,16 FUSTING OPCO LLC,215097,AUTUMN LAKE HEALTHCARE AT CATONSVILLE,MD,CATONSVILLE,56,AUTUMN LAKE HEALTHCARE
"LAKE WASHINGTON HEALTHCARE, INC.","LAKE WASHINGTON HEALTHCARE, INC.",505262,SHORELINE HEALTH AND REHABILITATION,WA,SEATTLE,507,THE ENSIGN GROUP
35 MILKSHAKE OPCO LLC,35 MILKSHAKE OPCO LLC,215258,AUTUMN LAKE HEALTHCARE AT SPA CREEK,MD,ANNAPOLIS,56,AUTUMN LAKE HEALTHCARE
PEARL OF HILLSIDE LLC,PEARL OF HILLSIDE LLC,145946,"PEARL OF HILLSIDE,THE",IL,HILLSIDE,595,PEARL HEALTHCARE
CLR OPCO LLC,CLR OPCO LLC,475029,Center for Living & Rehabilitation,VT,Bennington,21,ALLAIRE HEALTH SERVICES
SOUTHWESTERN HEALTHCARE OPERATIONS LLC,SOUTHWESTERN HEALTHCARE OPERATIONS LLC,395742,SOUTHWESTERN NURSING AND REHABILITATION CENTER,PA,PITTSBURGH,282,IMPERIAL HEALTHCARE GROUP
"GHC OF TEM-SNF, LLC","GHC OF TEM-SNF, LLC",555923,TEMECULA HEALTHCARE CENTER,CA,TEMECULA,236,GENERATIONS HEALTHCARE
SPRINGS REHABILITATION AT BRANDYWINE LLC,SPRINGS REHABILITATION AT BRANDYWINE LLC,085004,SPRINGS REHABILITATION AT BRANDYWINE,DE,WILMINGTON,418,PRESTIGE HEALTHCARE ADMINISTRATIVE SERVICES
WEST COVINA MEDICAL CENTER INC,WEST COVINA MEDICAL CENTER INC,555649,WEST COVINA MEDICAL CENTER D/P SNF,CA,WEST COVINA,456,ROLLINS-NELSON HEALTHCARE MANAGEMENT
"GARDENA HOSPITAL, L.P.","GARDENA HOSPITAL, L.P.",555441,MEMORIAL HOSPITAL OF GARDENA D/P SNF,CA,GARDENA,,
SOMERVELL COUNTY HOSPITAL DISTRICT,SOMERVELL COUNTY HOSPITAL DISTRICT,675572,Glen Rose Nursing and Rehab Center,TX,Glen Rose,,
"COVENANT CARE MISSION, INC.","COVENANT CARE MISSION, INC.",055645,MISSION SKILLED NURSING & SUBACUTE CENTER,CA,SANTA CLARA,166,COVENANT CARE
ASM FAMILY FOUNDATION,ASM FAMILY FOUNDATION,555757,MILPITAS CARE CENTER,CA,MILPITAS,,
ORO VALLEY HOSPITAL LLC,ORO VALLEY HOSPITAL LLC,035301,SKILLED NURSING UNIT AT ORO VALLEY HOSPITAL,AZ,ORO VALLEY,,
SILVER STREAM NURSING AND REHAB FACILITY LLC,SILVER STREAM NURSING AND REHAB FACILITY LLC,395354,SILVER STREAM NURSING AND REHABILITATION CENTER,PA,SPRING HOUSE,,
1221 WAUGH CHAPEL OPCO LLC,1221 WAUGH CHAPEL OPCO LLC,215148,AUTUMN LAKE HEALTHCARE AT WAUGH CHAPEL,MD,GAMBRILLS,56,AUTUMN LAKE HEALTHCARE
TIMBER RIDGE SNF OPERATIONS LLC,TIMBER RIDGE SNF OPERATIONS LLC,395148,RIVER VIEW NURSING AND REHABILITATION CENTER,PA,WILKES BARRE,282,IMPERIAL HEALTHCARE GROUP
GENEVA OPCO LLC,GENEVA OPCO LLC,366326,GENEVA CENTER FOR REHABILITATION AND NURSING,OH,GENEVA,37,AOM HEALTHCARE
ROCHESTER MANOR OPCO LLC,ROCHESTER MANOR OPCO LLC,395751,ROCHESTER RESIDENCE AND CARE CENTER,PA,ROCHESTER,408,POLLAK HOLDINGS
"LITTLE MOUNTAIN HEALTHCARE, INC.","LITTLE MOUNTAIN HEALTHCARE, INC.",505315,MIRA VISTA CARE CENTER,WA,MOUNT VERNON,507,THE ENSIGN GROUP
STRONGSVILLE HEALTHCARE AND REHABILITATION LLC,STRONGSVILLE HEALTHCARE AND REHABILITATION LLC,366491,STRONGSVILLE HEALTHCARE AND REHABILITATION,OH,STRONGSVILLE,427,PROGRESSIVE QUALITY CARE
TAMPA FL OPCO LLC,TAMPA FL OPCO LLC,106015,ST. ANDREW POST-ACUTE REHABILITATION CENTER,FL,TAMPA,657,PLAINVIEW HEALTHCARE PARTNERS
CONYERS GA OPCO LLC,CONYERS GA OPCO LLC,115469,WESTBURY CENTER OF CONYERS FOR NURSING AND HEALING,GA,CONYERS,202,EMPIRE CARE CENTERS
SCHUYLKILL CENTER OPCO LLC,SCHUYLKILL CENTER OPCO LLC,395831,SCHUYLKILL CENTER,PA,POTTSVILLE,,
FAYETTEVILLE CENTER FOR NURSING & HEALING LLC,FAYETTEVILLE CENTER FOR NURSING & HEALING LLC,115360,FAYETTEVILLE CENTER FOR NURSING & HEALING LLC,GA,FAYETTEVILLE,202,EMPIRE CARE CENTERS
MCDONOUGH GA OPCO LLC,MCDONOUGH GA OPCO LLC,115463,WESTBURY CENTER OF MCDONOUGH FOR NURSING & HEALING,GA,MCDONOUGH,202,EMPIRE CARE CENTERS
RIVERSTREET CENTER OPCO LLC,RIVERSTREET CENTER OPCO LLC,395691,RIVERSTREET MANOR,PA,WILKES-BARRE,,
FHS BELPRE INC,FHS BELPRE INC,366486,ROCKLAND RIDGE NURSING & REHABILITATION CENTER,OH,BELPRE,225,FOUNDATIONS HEALTH SOLUTIONS
SILVER OAK NURSING AND REHABILITATION CENTER LLC,SILVER OAK NURSING AND REHABILITATION CENTER LLC,165171,Silver Oak Nursing and Rehabilitation Center LLC,IA,Marion,580,SIMCHA HYMAN & NAFTALI ZANZIPER
RIPLEY SNF OPERATIONS LLC,RIPLEY SNF OPERATIONS LLC,515065,Mountain View Care Center,WV,RIPLEY,270,HILL VALLEY HEALTHCARE
JOHN T MATHER MEMORIAL HOSPITAL,JOHN T MATHER MEMORIAL HOSPITAL,335853,JOHN T MATHER MEMORIAL HOSP T C U,NY,PORT JEFFERSON,,
SOUTH NASSAU COMMUNITIES HOSPITAL,SOUTH NASSAU COMMUNITIES HOSPITAL,335871,MOUNT SINAI SOUTH NASSAU T C U,NY,OCEANSIDE,,
WELLINGTON REHAB AND HEALTH CENTER LLC,WELLINGTON REHAB AND HEALTH CENTER LLC,106091,LUXE AT WELLINGTON REHABILITATION CENTER THE,FL,WELLINGTON,,
"RSRNC, LLC","RSRNC, LLC",335525,RIVERSIDE CENTER FOR REHABILITATION AND NURSING,NY,CASTLETON ON HUDSON,538,UPSTATE SERVICES GROUP
"NUVISTA LIVING AT JUPITER, LLC","NUVISTA LIVING AT JUPITER, LLC",106148,LUXE AT JUPITER REHABILITATION CENTER (THE),FL,JUPITER,,
"DURANT FOUR SEASONS OPERATING CO., LLC","DURANT FOUR SEASONS OPERATING CO., LLC",375238,FOUR SEASONS REHABILITATION & CARE,OK,DURANT,198,ELMBROOK MANAGEMENT COMPANY
BLOOMINGDALE SKILLED NURSING FACILITY LLC,BLOOMINGDALE SKILLED NURSING FACILITY LLC,145638,BELLA TERRA BLOOMINGDALE,IL,BLOOMINGDALE,306,LEGACY HEALTHCARE
CHICAGO RIDGE SKILLED NURSING FACILITY LLC,CHICAGO RIDGE SKILLED NURSING FACILITY LLC,145700,AVANTARA CHICAGO RIDGE,IL,CHICAGO RIDGE,306,LEGACY HEALTHCARE
LOMBARD SKILLED NURSING FACILITY LLC,LOMBARD SKILLED NURSING FACILITY LLC,145511,BELLA TERRA LOMBARD,IL,LOMBARD,306,LEGACY HEALTHCARE
SCHAUMBURG SKILLED NURSING FACILITY LLC,SCHAUMBURG SKILLED NURSING FACILITY LLC,145678,BELLA TERRA SCHAUMBURG,IL,SCHAUMBURG,306,LEGACY HEALTHCARE
WILLOW SPRINGS SKILLED NURSING FACILITY LLC,WILLOW SPRINGS SKILLED NURSING FACILITY LLC,145737,BELLA TERRA LAGRANGE,IL,LA GRANGE,306,LEGACY HEALTHCARE
BUTTERFIELD SKILLED NURSING FACILITY LLC,BUTTERFIELD SKILLED NURSING FACILITY LLC,145711,BELLA TERRA ELMHURST,IL,ELMHURST,306,LEGACY HEALTHCARE
COMMUNITY FIRST HEALTHCARE OF ILLINOIS INC,COMMUNITY FIRST HEALTHCARE OF ILLINOIS INC,145548,COMMUNITY FIRST MEDICAL CENTER,IL,CHICAGO,,
LAKE ZURICH SKILLED NURSING FACILITY LLC,LAKE ZURICH SKILLED NURSING FACILITY LLC,145816,AVANTARA LAKE ZURICH,IL,LAKE ZURICH,306,LEGACY HEALTHCARE
HOLMDEL GARDEN GROUP LLC,HOLMDEL GARDEN GROUP LLC,315119,ARNOLD WALTER NURSING & REHABILITATION CENTER,NJ,HAZLET,217,EXCELSIOR CARE GROUP
ORLAND PARK SKILLED NURSING FACILITY LLC,ORLAND PARK SKILLED NURSING FACILITY LLC,145899,WARREN BARR ORLAND PARK,IL,ORLAND PARK,306,LEGACY HEALTHCARE
"SAPPHIRE AT CEDAR CROSSINGS, LLC","SAPPHIRE AT CEDAR CROSSINGS, LLC",385284,CEDAR CROSSINGS,OR,PORTLAND,643,SAPPHIRE HEALTH SERVICES
SENA KEAN SNF OPERATIONS LLC,SENA KEAN SNF OPERATIONS LLC,395775,SENA KEAN NURSING AND REHABILITATION CENTER,PA,SMETHPORT,282,IMPERIAL HEALTHCARE GROUP
HENRY REHAB AND NURSING LLC,HENRY REHAB AND NURSING LLC,145604,HENRY REHAB AND NURSING,IL,HENRY,661,STERN CONSULTANTS
MACOMB POST ACUTE CARE CENTER LLC,MACOMB POST ACUTE CARE CENTER LLC,145021,MACOMB POST ACUTE CARE CENTER,IL,MACOMB,661,STERN CONSULTANTS
ADVANCED NURSING AND REHAB OF EL DORADO LLC,ADVANCED NURSING AND REHAB OF EL DORADO LLC,045275,THE SPRINGS OF EL DORADO,AR,EL DORADO,516,THE SPRINGS ARKANSAS
ACCURA HEALTHCARE OF CASCADE LLC,ACCURA HEALTHCARE OF CASCADE LLC,165568,Accura Healthcare of Cascade LLC,IA,Cascade,8,ACCURA HEALTHCARE
"THE OAKS HEALTHCARE, LLC","THE OAKS HEALTHCARE CENTER - POTEAU, LLC",375166,THE OAKS HEALTHCARE CENTER,OK,POTEAU,,
ALASKA GARDENS SNF OPERATIONS LLC,ALASKA GARDENS SNF OPERATIONS LLC,505483,ALASKA GARDENS HEALTH AND REHABILITATION,WA,TACOMA,665,EMPRES OPERATED BY EVERGREEN
AML OPERATING LLC,AML OPERATING LLC,495358,AMELIA REHABILITATION AND HEALTHCARE CENTER,VA,AMELIA,640,YAD HEALTHCARE
"PF NHCC SNF OPS, LLC","PF NHCC SNF OPS, LLC",375245,Noble Health Care Center,OK,Noble,495,STONEGATE SENIOR LIVING
MAGAVE CARE INC,MAGAVE CARE INC,055474,WOODCREST POST ACUTE & REHABILITATION,CA,RIVERSIDE,362,NAHS
PHG THOMSON LLC,PHG THOMSON LLC,115365,THOMSON HEALTH AND REHABILITATION,GA,THOMSON,604,PEACH HEALTH GROUP
MUSCATINE SNF OPERATOR LLC,MUSCATINE SNF OPERATOR LLC,165585,Aspire of Muscatine,IA,Muscatine,69,BEACON HEALTH MANAGEMENT
LOGAN HEALTH CARE CENTER - SHELBY,LOGAN HEALTH CARE CENTER - SHELBY,275061,LOGAN HEALTH CARE CENTER - SHELBY,MT,SHELBY,,
HAVEN POST ACUTE LLC,HAVEN POST ACUTE LLC,056053,HAVEN POST ACUTE,CA,SAN BERNARDINO,82,"BVHC, LLC"
PERRY SNF OPERATOR LLC,PERRY SNF OPERATOR LLC,165426,Aspire of Perry,IA,Perry,69,BEACON HEALTH MANAGEMENT
ESTHERVILLE SNF OPERATOR LLC,ESTHERVILLE SNF OPERATOR LLC,165523,Estherville Community Care Center,IA,Estherville,69,BEACON HEALTH MANAGEMENT
RIVERVIEW SNF OPERATOR LLC,RIVERVIEW SNF OPERATOR LLC,165376,Aspire of Pleasant Valley,IA,Pleasant Valley,69,BEACON HEALTH MANAGEMENT
"COUNTRYSIDE CARE CENTER, LLC","COUNTRYSIDE CARE CENTER, LLC",056281,COUNTRYSIDE CARE CENTER,CA,FRESNO,,
"YUHCA HC, LLC","YUHCA HC, LLC",056365,Yucaipa Hills Post Acute,CA,Yucaipa,,
LUTHERAN HOUSING CORPORATION-BROCKTON,LUTHERAN HOUSING CORPORATION-BROCKTON,225379,LUTHERAN REHABILITATION AND SKILLED CARE CENTER,MA,WORCESTER,49,ASCENTRIA CARE ALLIANCE
"UNICA HC, LLC","UNICA HC, LLC",555025,UNIVERSITY POST ACUTE,CA,MENTONE,,
"CRSCA HC, LLC","CRSCA HC, LLC",055557,CREEKSIDE POST ACUTE,CA,YUCAIPA,,
ASPIRE SENIOR LIVING MOBERLY LLC,ASPIRE SENIOR LIVING MOBERLY LLC,265407,ASPIRE SENIOR LIVING MOBERLY,MO,MOBERLY,51,ASPIRE SENIOR LIVING
LOFT REHABILITATION OF DECATUR LLC,LOFT REHABILITATION OF DECATUR LLC,145965,LOFT REHAB OF DECATUR,IL,DECATUR,322,THE LOFT REHABILITATION AND NURSING
"CENTERPOINTE CARE CENTER, LLC","CENTERPOINTE CARE CENTER, LLC",055996,COVENANT POST ACUTE,CA,FRESNO,,
ASPIRE SENIOR LIVING MALDEN LLC,ASPIRE SENIOR LIVING MALDEN LLC,265609,ASPIRE SENIOR LIVING MALDEN,MO,MALDEN,51,ASPIRE SENIOR LIVING
PLEASANT VIEW OPERATING GROUP LLC,PLEASANT VIEW OPERATING GROUP LLC,305045,PLEASANT VIEW CENTER,NH,CONCORD,,
"FOREST HEALTH & REHAB CENTER, LLC","FOREST HEALTH & REHAB CENTER, LLC",495302,FOREST HEALTH & REHAB CENTER,VA,LYNCHBURG,461,SABER HEALTHCARE GROUP
ANEW HEALTHCARE OPERATIONS - EASTON LLC,ANEW HEALTHCARE OPERATIONS - ANITA LLC,165217,Caring Acres Nursing and Rehab Center,IA,Anita,35,ANEW HEALTHCARE
"SELF SKILLED NURSING, LLC","SELF SKILLED NURSING, LLC",015212,SELF SKILLED NURSING & REHAB,AL,HUEYTOWN,782,TRAYLOR PORTER HEALTHCARE
DURANT OAK OPERATING CO LLC,DURANT OAK OPERATING CO LLC,375360,Oakridge Nursing Center,OK,Durant,198,ELMBROOK MANAGEMENT COMPANY
VENICE REHAB CENTER LLC,VENICE REHAB CENTER LLC,105955,ADVINIA CARE AT VENICE,FL,VENICE,16,ADVINIACARE
SHELL LAKE SNF LLC,SHELL LAKE SNF LLC,525553,SHELL LAKE HEALTH CARE CENTER,WI,SHELL LAKE,,
ASPIRE SENIOR LIVING JONESBURG LLC,ASPIRE SENIOR LIVING JONESBURG LLC,265333,ASPIRE SENIOR LIVING JONESBURG,MO,JONESBURG,51,ASPIRE SENIOR LIVING
COMPLETE CARE AT MERCERVILLE LLC,COMPLETE CARE AT MERCERVILLE LLC,315094,COMPLETE CARE AT MERCERVILLE LLC,NJ,HAMILTON TOWNSHIP,157,COMPLETE CARE
COMPLETE CARE AT MARCELLA LLC,COMPLETE CARE AT MARCELLA LLC,315330,"COMPLETE CARE AT MARCELLA, LLC",NJ,BURLINGTON,157,COMPLETE CARE
COMPLETE CARE AT PARK PLACE LLC,COMPLETE CARE AT PARK PLACE LLC,315362,COMPLETE CARE AT PARK PLACE LLC,NJ,MONMOUTH JUNCTION,157,COMPLETE CARE
BATON ROUGE GENERAL MEDICAL CENTER,BATON ROUGE GENERAL MEDICAL CENTER,195139,"BATON ROUGE GEN MED CTR, SNF",LA,BATON ROUGE,,
"MIRABELLA AT ASU, INC","MIRABELLA AT ASU, INC",035300,MIRABELLA AT ASU,AZ,TEMPE,391,PACIFIC RETIREMENT SERVICES
CHICAGO RIDGE SNF LLC,CHICAGO RIDGE SNF LLC,145639,CHICAGO RIDGE SNF,IL,CHICAGO RIDGE,777,SABA HEALTHCARE
LINCOLN VILLAGE HEALTHCARE CENTER LLC,LINCOLN VILLAGE HEALTHCARE CENTER LLC,145719,LINCOLN VILLAGE HEALTHCARE,IL,LINCOLN,236,GENERATIONS HEALTHCARE
LIVONIA SNF OPERATIONS LLC,LIVONIA SNF OPERATIONS LLC,235057,Majestic Care of Livonia,MI,Livonia,331,MAJESTIC CARE
LAKESHORE OPCO LLC,LAKESHORE OPCO LLC,145244,APERION CARE LAKESHORE,IL,CHICAGO,38,APERION CARE
THE GARDENS AT ALDERSGATE LLC,THE GARDENS AT ALDERSGATE LLC,175340,THE GARDENS AT ALDERSGATE,KS,TOPEKA,438,RECOVER-CARE HEALTHCARE
WESTVIEW OF DERBY REHABILITATION & HEALTH CARE CENTER LLC,WESTVIEW OF DERBY REHABILITATION & HEALTH CARE CENTER LLC,175218,WESTVIEW OF DERBY REHABILITATION & HEALTH CARE CEN,KS,DERBY,531,TUTERA SENIOR LIVING & HEALTH CARE
WH OPERATIONS LLC,WH OPERATIONS LLC,165440,Winslow House Care Center,IA,Marion,260,HEALTHCARE OF IOWA
CRESCENT CARE NURSING AND REHABILITATION OF ELGIN LLC,CRESCENT CARE NURSING AND REHABILITATION OF ELGIN LLC,145004,CRESCENT CARE OF ELGIN,IL,ELGIN,,
ARMSTRONG SNF OPERATOR LLC,ARMSTRONG SNF OPERATOR LLC,395471,ARMSTRONG REHABILITATION AND NURSING CENTER,PA,KITTANNING,408,POLLAK HOLDINGS
"YELLOW LEASING CO, LLC","YELLOW LEASING CO, LLC",365424,SOUTHBROOK HEALTHCARE CENTER,OH,SPRINGFIELD,153,COMMUNICARE HEALTH
"KELLER LEASING CO, LLC","KELLER LEASING CO, LLC",365178,KENWOOD TERRACE HEALTHCARE CENTER,OH,CINCINNATI,153,COMMUNICARE HEALTH
"WYOMING LEASING CO, LLC","WYOMING LEASING CO, LLC",365455,IVY WOODS HEALTHCARE CENTER.,OH,CINCINNATI,153,COMMUNICARE HEALTH
"GOLDEN PAVILION OPERATIONS, LLC","GOLDEN PAVILION OPERATIONS, LLC",056394,GOLDEN PAVILION HEALTHCARE,CA,DALY CITY,692,GOLDEN SNF OPERATIONS
GOLDEN HEIGHTS OPERATIONS LLC,GOLDEN HEIGHTS OPERATIONS LLC,055968,GOLDEN HEIGHTS HEALTHCARE,CA,DALY CITY,692,GOLDEN SNF OPERATIONS
SELECTIS SPARTA LLC,SELECTIS SPARTA LLC,115397,PROVIDENCE OF SPARTA HEALTH AND REHAB,GA,SPARTA,238,GLOBAL HEALTHCARE REIT
OUR COMMUNITY HOSPITAL INC,OUR COMMUNITY HOSPITAL INC,345431,Bryan Health and Rehab,NC,Scotland Neck,,
NAPLES REHAB CENTER LLC,NAPLES REHAB CENTER LLC,105995,ADVINIACARE AT NAPLES,FL,NAPLES,16,ADVINIACARE
"MORAN LEASING CO, LLC","MORAN LEASING CO, LLC",366389,FOREST HILLS HEALTHCARE CENTER.,OH,CINCINNATI,153,COMMUNICARE HEALTH
RAYMORE SENIOR CARE LLC,RAYMORE SENIOR CARE LLC,265803,FOXWOOD SPRINGS LIVING CENTER,MO,RAYMORE,86,BONCREST RESOURCE GROUP
LAFAYETTE OPERATING GROUP LLC,LAFAYETTE OPERATING GROUP LLC,305077,LAFAYETTE CENTER,NH,FRANCONIA,,
"OCEAN PARK HEALTHCARE, LLC","OCEAN PARK HEALTHCARE, LLC",555786,OCEAN PARK HEALTHCARE,CA,SANTA MONICA,4,ABRAHAM BAK & MENACHEM GASTWIRTH
"TNH OPERATIONS, LLC","TNH OPERATIONS, LLC",165525,The New Homestead Care Center,IA,Guthrie Center,260,HEALTHCARE OF IOWA
"VERULAM LEASING CO, LLC","VERULAM LEASING CO, LLC",365196,PLEASANT RIDGE HEALTHCARE CENTER,OH,CINCINNATI,153,COMMUNICARE HEALTH
BROOKSIDE CARE CENTER LLC,BROOKSIDE CARE CENTER LLC,055304,BROOKSIDE CARE CENTER,CA,STOCKTON,616,AJC HEALTHCARE
BATTLE CREEK SNF OPERATIONS LLC,BATTLE CREEK SNF OPERATIONS LLC,235023,Majestic Care of Battle Creek,MI,Battle Creek,331,MAJESTIC CARE
EVERGREEN SNF OPERATIONS LLC,EVERGREEN SNF OPERATIONS LLC,495142,EVERGREEN HEALTH AND REHABILITATION CENTER,VA,WINCHESTER,270,HILL VALLEY HEALTHCARE
SUMMIT LTC WEATHERFORD II LLC,SUMMIT LTC WEATHERFORD II LLC,675708,AVIR AT KEENELAND,TX,WEATHERFORD,496,SUMMIT LTC
JERSEY SHORE POST ACUTE REHABILITATION AND NURSING LLC,JERSEY SHORE POST ACUTE REHABILITATION AND NURSING LLC,315056,JERSEY SHORE POST ACUTE REHABILITATION AND NURSING,NJ,NEPTUNE,341,MB HEALTHCARE
BEACON CARE AND REHABILITATION CENTER LLC,BEACON CARE AND REHABILITATION CENTER LLC,145776,Complete Care at Sheriden Commons,IL,CHICAGO,157,COMPLETE CARE
UPTOWN CARE AND REHABILITATION CENTER LLC,UPTOWN CARE AND REHABILITATION CENTER LLC,145881,Complete Care at Margate Park,IL,CHICAGO,157,COMPLETE CARE
THE BAPTIST HOME,THE BAPTIST HOME,265456,ABODE HEALTH AND WELLNESS CENTER,MO,INDEPENDENCE,,
DAYTONA BEACH FL OPCO LLC,DAYTONA BEACH FL OPCO LLC,105002,BEACH STREET HEALTH AND REHABILITATION CENTER,FL,DAYTONA BEACH,580,SIMCHA HYMAN & NAFTALI ZANZIPER
NEWCASTLE PLACE LLC,NEWCASTLE PLACE LLC,525668,NEWCASTLE PLACE,WI,MEQUON,315,LIFESPACE COMMUNITIES
ASHLEY HEALTHCARE CENTER LLC,ASHLEY HEALTHCARE CENTER LLC,235532,Ashley Healthcare Center,MI,Ashley,403,PIONEER HEALTHCARE MANAGEMENT
EMERALD HEIGHTS LLC,EMERALD HEIGHTS LLC,265883,ARBOR HILLS CARE & REHAB CENTER,MO,FERGUSON,,
CARADAY HOUSTON LLC,CARADAY HOUSTON LLC,676470,Caraday of Houston,TX,Houston,103,CARADAY HEALTHCARE
ALBEMARLE CARE CENTER LLC,ALBEMARLE CARE CENTER LLC,495420,ALBEMARLE HEALTH & REHABILITATION CENTER,VA,CHARLOTTESVILLE,768,LIFEWORKS REHAB
"TRILOGY HEALTHCARE OF MONTGOMERY II, LLC","TRILOGY HEALTHCARE OF MONTGOMERY II, LLC",366490,VIENNA SPRINGS HEALTH CAMPUS,OH,DAYTON,524,TRILOGY HEALTH SERVICES
BELAIRE OPERATOR LLC,BELAIRE OPERATOR LLC,345457,Belaire Health Care Center,NC,Gastonia,768,LIFEWORKS REHAB
MIDDLES HOLDINGS LLC,MIDDLES HOLDINGS LLC,505339,NORTH BEND POST ACUTE,WA,NORTH BEND,,
APPOMATTOX CARE CENTER LLC,APPOMATTOX CARE CENTER LLC,495188,APPOMATTOX HEALTH & REHABILITATION CENTER,VA,APPOMATTOX,768,LIFEWORKS REHAB
BEAUFONT CARE CENTER LLC,BEAUFONT CARE CENTER LLC,495260,BEAUFONT HEALTH AND REHABILITATION CENTER,VA,RICHMOND,768,LIFEWORKS REHAB
OWENSBORO KY OPCO LLC,OWENSBORO KY OPCO LLC,185236,CHAUTAUQUA HEALTH AND REHABILITATION,KY,OWENSBORO,580,SIMCHA HYMAN & NAFTALI ZANZIPER
"BAYVIEW OPERATOR, LLC","BAYVIEW OPERATOR, LLC",415063,Bayview Rehabilitation and Healthcare Center,RI,North Kingstown,336,MARQUIS HEALTH SERVICES
OWENTON KY OPCO LLC,OWENTON KY OPCO LLC,185364,Owenton Healthcare and Rehabilitation,KY,Owenton,580,SIMCHA HYMAN & NAFTALI ZANZIPER
"THE LAURELS OF KETTERING, LLC","THE LAURELS OF KETTERING, LLC",365773,THE LAURELS OF KETTERING,OH,KETTERING,144,CIENA HEALTHCARE/LAUREL HEALTH CARE
"NEAR KNOLL LEASING CO., LLC","NEAR KNOLL LEASING CO., LLC",365734,CHAMBERLIN HEALTHCARE CENTER,OH,CINCINNATI,153,COMMUNICARE HEALTH
WILLIAMSTOWN KY OPCO LLC,WILLIAMSTOWN KY OPCO LLC,185265,GRANT HEALTHCARE AND REHABILITATION,KY,WILLIAMSTOWN,580,SIMCHA HYMAN & NAFTALI ZANZIPER
BERKSHIRE OPERATIONS LLC,BERKSHIRE OPERATIONS LLC,495293,BERKSHIRE HEALTH & REHABILITATION CENTER,VA,VINTON,768,LIFEWORKS REHAB
BRIDGEWALK ON HARDEN HEALTH AND REHABILITATION LLC,BRIDGEWALK ON HARDEN HEALTH AND REHABILITATION LLC,106138,"BRIDGEWALK ON HARDEN HEALTH AND REHABILITATION, LL",FL,LAKELAND,,
COLONIAL POST ACUTE LLC,COLONIAL POST ACUTE LLC,555011,VINELAND POST ACUTE,CA,NORTH HOLLYWOOD,811,DAVID & FRANK JOHNSON
BAYSIDE SNF LLC,BAYSIDE SNF LLC,495213,BAYSIDE HEALTH & REHABILITATION CENTER,VA,VIRGINIA BEACH,768,LIFEWORKS REHAB
"ASPIRE SENIOR LIVING PLATTE CITY, LLC","ASPIRE SENIOR LIVING PLATTE CITY, LLC",265696,ASPIRE SENIOR LIVING PLATTE CITY,MO,PLATTE CITY,51,ASPIRE SENIOR LIVING
"ASPIRE SENIOR LIVING EAST PRAIRIE, LLC","ASPIRE SENIOR LIVING EAST PRAIRIE, LLC",265551,ASPIRE SENIOR LIVING EAST PRAIRIE,MO,EAST PRAIRIE,51,ASPIRE SENIOR LIVING
"ASPIRE SENIOR LIVING ADVANCE, LLC","ASPIRE SENIOR LIVING ADVANCE, LLC",265550,ASPIRE SENIOR LIVING ADVANCE,MO,ADVANCE,51,ASPIRE SENIOR LIVING
BOWLING GREEN SNF LLC,BOWLING GREEN SNF LLC,495297,BOWLING GREEN HEALTH & REHABILITATION CENTER,VA,BOWLING GREEN,768,LIFEWORKS REHAB
BURKE SNF LLC,BURKE SNF LLC,495248,BURKE HEALTH & REHABILITATION CENTER,VA,BURKE,768,LIFEWORKS REHAB
WATERVILLE CENTER FOR HEALTH AND REHAB LLC,WATERVILLE CENTER FOR HEALTH AND REHAB LLC,205120,WATERVILLE CENTER FOR HEALTH AND REHAB,ME,WATERVILLE,,
HUNTERSVILLE OPERATOR LLC,HUNTERSVILLE OPERATOR LLC,345570,Huntersville Health & Rehabilitation Center,NC,Huntersville,768,LIFEWORKS REHAB
CHESAPEAKE SNF LLC,CHESAPEAKE SNF LLC,495108,CHESAPEAKE HEALTH AND REHABILITATION CENTER,VA,CHESAPEAKE,768,LIFEWORKS REHAB
CHARLOTTE OPERATOR LLC,CHARLOTTE OPERATOR LLC,345405,Charlotte Health & Rehabilitation Center,NC,Charlotte,768,LIFEWORKS REHAB
SALEM OPERATIONS LLC,SALEM OPERATIONS LLC,495087,SALEM HEALTH & REHABILITATION,VA,SALEM,768,LIFEWORKS REHAB
CHARLOTTESVILLE CARE CENTER LLC,CHARLOTTESVILLE CARE CENTER LLC,495178,CHARLOTTESVILLE HEALTH & REHABILITATION CENTER,VA,CHARLOTTESVILLE,768,LIFEWORKS REHAB
LAKE MANASSAS SNF LLC,LAKE MANASSAS SNF LLC,495424,LAKE MANASSAS HEALTH & REHABILITATION CENTER,VA,GAINESVILLE,768,LIFEWORKS REHAB
